Algoritmo,Unique(Y/N),Sorted(Y/N),Run#,Problem_Size,#_Sets,Probability,#_of_Steps,Best_Cost,Time
A*,Y,Y,47,10,20,0.4,3682,11,16.078196499991463
Pruning,N,N,50,10,20,0.4,15308,11,0.8917434000177309
Dijkstra,N,N,50,10,20,0.4,876,11,0.9245809999993071
A*,N,N,50,10,20,0.4,1005,11,3.5963063999952283
A*,Y,Y,48,10,20,0.4,2921,11,11.881713699985994
Pruning,Y,N,50,10,20,0.4,14246,11,0.8137454999960028
Pruning,N,N,1,10,20,0.8,452,10,0.025271199992857873
Dijkstra,N,N,1,10,20,0.8,19,10,0.015247700008330867
A*,N,N,1,10,20,0.8,19,10,0.07756129998597316
Pruning,Y,N,1,10,20,0.8,303,10,0.00890300000901334
Dijkstra,Y,N,1,10,20,0.8,16,10,0.004574999999022111
A*,Y,N,1,10,20,0.8,16,10,0.029548000020440668
Pruning,Y,Y,1,10,20,0.8,342,10,0.01643420002073981
Dijkstra,Y,Y,1,10,20,0.8,16,10,0.004891399992629886
A*,Y,Y,1,10,20,0.8,16,10,0.04359929999918677
Dijkstra,Y,N,50,10,20,0.4,779,11,0.7170769000076689
Pruning,N,N,2,10,20,0.8,527,12,0.02301400000578724
Dijkstra,N,N,2,10,20,0.8,27,12,0.02220619999570772
A*,N,N,2,10,20,0.8,32,12,0.15157829999225214
Pruning,Y,N,2,10,20,0.8,491,12,0.023808400001144037
Dijkstra,Y,N,2,10,20,0.8,28,12,0.01621320002595894
A*,Y,N,2,10,20,0.8,32,12,0.11969219997990876
Pruning,Y,Y,2,10,20,0.8,437,12,0.012197900010505691
Dijkstra,Y,Y,2,10,20,0.8,28,12,0.023046599992085248
A*,Y,Y,2,10,20,0.8,32,12,0.15137900001718663
Pruning,N,N,3,10,20,0.8,1193,13,0.04497990000527352
Dijkstra,N,N,3,10,20,0.8,65,13,0.05799130001105368
A*,N,N,3,10,20,0.8,65,13,0.21896480000577867
Pruning,Y,N,3,10,20,0.8,1043,13,0.0453611999982968
Dijkstra,Y,N,3,10,20,0.8,59,13,0.04991070000687614
A*,Y,N,3,10,20,0.8,60,13,0.23816059998353012
Pruning,Y,Y,3,10,20,0.8,1309,13,0.07865330000640824
Dijkstra,Y,Y,3,10,20,0.8,68,13,0.05620009999256581
A*,Y,Y,3,10,20,0.8,61,13,0.2125565999886021
A*,Y,N,46,10,20,0.4,3746,11,14.774401000002399
Pruning,N,N,4,10,20,0.8,561,10,0.020869100000709295
Dijkstra,N,N,4,10,20,0.8,21,10,0.016075000021373853
A*,N,N,4,10,20,0.8,21,10,0.08099879999645054
Pruning,Y,N,4,10,20,0.8,616,10,0.03291850001551211
Dijkstra,Y,N,4,10,20,0.8,20,10,0.01397899998119101
A*,Y,N,4,10,20,0.8,20,10,0.06693429997540079
Pruning,Y,Y,4,10,20,0.8,527,10,0.015710700012277812
Dijkstra,Y,Y,4,10,20,0.8,20,10,0.009914000023854896
A*,Y,Y,4,10,20,0.8,20,10,0.08968130001449026
A*,Y,N,49,10,20,0.4,3636,11,16.15650270000333
Pruning,N,N,5,10,20,0.8,489,10,0.026481000008061528
Dijkstra,N,N,5,10,20,0.8,21,10,0.009104600001592189
A*,N,N,5,10,20,0.8,21,10,0.08840799998142757
Pruning,Y,N,5,10,20,0.8,468,10,0.026400200003990903
Dijkstra,Y,N,5,10,20,0.8,19,10,0.012837300018873066
A*,Y,N,5,10,20,0.8,19,10,0.0826060000108555
Pruning,Y,Y,5,10,20,0.8,308,10,0.00782439997419715
Dijkstra,Y,Y,5,10,20,0.8,19,10,0.012507199979154393
A*,Y,Y,5,10,20,0.8,19,10,0.08251460001338273
Pruning,N,N,6,10,20,0.8,490,10,0.025608500000089407
Dijkstra,N,N,6,10,20,0.8,22,10,0.017639700003201142
A*,N,N,6,10,20,0.8,21,10,0.0887049000011757
Pruning,Y,N,6,10,20,0.8,625,10,0.03734820001409389
Dijkstra,Y,N,6,10,20,0.8,21,10,0.01401739998254925
A*,Y,N,6,10,20,0.8,19,10,0.07266770000569522
Pruning,Y,Y,6,10,20,0.8,531,10,0.02019410001230426
Dijkstra,Y,Y,6,10,20,0.8,27,10,0.01894700000411831
A*,Y,Y,6,10,20,0.8,19,10,0.05999190002330579
A*,Y,N,50,10,20,0.4,1186,11,5.464914099982707
Pruning,N,N,7,10,20,0.8,580,10,0.033069999975850806
Dijkstra,N,N,7,10,20,0.8,41,10,0.03231069998582825
A*,N,N,7,10,20,0.8,41,10,0.1450749000068754
Pruning,Y,N,7,10,20,0.8,1763,10,0.06035439998959191
Dijkstra,Y,N,7,10,20,0.8,41,10,0.019399500015424564
A*,Y,N,7,10,20,0.8,41,10,0.15294649999123067
Pruning,Y,Y,50,10,20,0.4,13887,11,0.7915143000136595
Pruning,Y,Y,7,10,20,0.8,1300,10,0.05879300000378862
Dijkstra,Y,Y,7,10,20,0.8,41,10,0.03160980000393465
A*,Y,Y,7,10,20,0.8,41,10,0.16305450000800192
Dijkstra,Y,Y,50,10,20,0.4,796,11,0.6638509999902453
Pruning,N,N,8,10,20,0.8,489,10,0.01916900000651367
Dijkstra,N,N,8,10,20,0.8,20,10,0.01636270000017248
A*,N,N,8,10,20,0.8,20,10,0.07467010000254959
Pruning,Y,N,8,10,20,0.8,284,10,0.014374000020325184
Dijkstra,Y,N,8,10,20,0.8,17,10,0.009347599989268929
A*,Y,N,8,10,20,0.8,17,10,0.04963200000929646
Pruning,Y,Y,8,10,20,0.8,410,10,0.019218600005842745
Dijkstra,Y,Y,8,10,20,0.8,17,10,0.008907999988878146
A*,Y,Y,8,10,20,0.8,17,10,0.05351739999605343
Pruning,Y,Y,46,10,20,0.4,59575,11,4.382841399987228
Pruning,N,N,9,10,20,0.8,363,10,0.018282600009115413
Dijkstra,N,N,9,10,20,0.8,20,10,0.009457300009671599
A*,N,N,9,10,20,0.8,20,10,0.06874850002350286
Pruning,Y,N,9,10,20,0.8,340,10,0.009009900008095428
Dijkstra,Y,N,9,10,20,0.8,19,10,0.008050100004766136
A*,Y,N,9,10,20,0.8,19,10,0.06576110000605695
Pruning,Y,Y,9,10,20,0.8,308,10,0.01545159998931922
Dijkstra,Y,Y,9,10,20,0.8,19,10,0.012367099989205599
A*,Y,Y,9,10,20,0.8,19,10,0.08515780000016093
Pruning,N,N,10,10,20,0.8,381,10,0.01808880001772195
Dijkstra,N,N,10,10,20,0.8,20,10,0.012020699999993667
A*,N,N,10,10,20,0.8,20,10,0.0682377000048291
Pruning,Y,N,10,10,20,0.8,289,10,0.007551000016974285
Dijkstra,Y,N,10,10,20,0.8,18,10,0.00597969998489134
A*,Y,N,10,10,20,0.8,18,10,0.04098439999506809
Pruning,Y,Y,10,10,20,0.8,289,10,0.011974099994404241
Dijkstra,Y,Y,10,10,20,0.8,18,10,0.010855100001208484
A*,Y,Y,10,10,20,0.8,18,10,0.05806799998390488
A*,Y,Y,27,10,20,0.4,27987,10,122.06274170000688
Pruning,N,N,11,10,20,0.8,797,12,0.03180549998069182
Dijkstra,N,N,11,10,20,0.8,46,12,0.03146779999951832
A*,N,N,11,10,20,0.8,53,12,0.19845419999910519
Pruning,Y,N,11,10,20,0.8,927,12,0.03823429998010397
Dijkstra,Y,N,11,10,20,0.8,44,12,0.02453990001231432
Pruning,N,N,12,10,20,0.8,523,10,0.01875700001255609
Dijkstra,N,N,12,10,20,0.8,20,10,0.008561299997381866
A*,N,N,12,10,20,0.8,20,10,0.072382500016829
Pruning,Y,N,12,10,20,0.8,466,10,0.027471300010802224
Dijkstra,Y,N,12,10,20,0.8,19,10,0.012382300017634407
A*,Y,N,11,10,20,0.8,52,12,0.16473429999314249
Pruning,Y,Y,11,10,20,0.8,720,12,0.03578249999554828
A*,Y,N,12,10,20,0.8,19,10,0.07345029999851249
Pruning,Y,Y,12,10,20,0.8,400,10,0.011757600004784763
Dijkstra,Y,Y,12,10,20,0.8,19,10,0.00652049999916926
Dijkstra,Y,Y,11,10,20,0.8,47,12,0.03013120000832714
Dijkstra,N,N,24,10,20,0.4,222432,12,305.25332240000716
A*,Y,Y,12,10,20,0.8,19,10,0.049954699992667884
A*,Y,Y,11,10,20,0.8,53,12,0.20923199999378994
Pruning,Y,Y,49,10,20,0.4,87888,11,6.28350620000856
Pruning,N,N,13,10,20,0.8,560,10,0.018131000018911436
Dijkstra,N,N,13,10,20,0.8,21,10,0.015847700007725507
A*,N,N,13,10,20,0.8,21,10,0.09080309999990277
Pruning,Y,N,13,10,20,0.8,522,10,0.023853099992265925
Dijkstra,Y,N,13,10,20,0.8,23,10,0.014276900008553639
Pruning,N,N,14,10,20,0.8,741,10,0.037962400005199015
Dijkstra,N,N,14,10,20,0.8,21,10,0.01707109998096712
A*,Y,N,13,10,20,0.8,20,10,0.0648669000074733
Pruning,Y,Y,13,10,20,0.8,585,10,0.02067699999315664
Dijkstra,Y,Y,13,10,20,0.8,25,10,0.017516399995656684
A*,N,N,14,10,20,0.8,21,10,0.07839000000967644
Pruning,Y,N,14,10,20,0.8,515,10,0.015664400008972734
Dijkstra,Y,N,14,10,20,0.8,19,10,0.00676799999200739
A*,Y,Y,13,10,20,0.8,21,10,0.047604499995941296
A*,Y,N,14,10,20,0.8,19,10,0.07840579998446628
Pruning,Y,Y,14,10,20,0.8,762,10,0.04811849998077378
Dijkstra,Y,Y,14,10,20,0.8,19,10,0.012385199981508777
A*,Y,Y,14,10,20,0.8,19,10,0.08105460001388565
Pruning,N,N,15,10,20,0.8,1066,14,0.05661639999016188
Dijkstra,N,N,15,10,20,0.8,50,14,0.027866699994774535
Pruning,N,N,16,10,20,0.8,453,10,0.018677699990803376
Dijkstra,N,N,16,10,20,0.8,20,10,0.013459200010402128
A*,Y,Y,50,10,20,0.4,994,11,4.796928700001445
A*,N,N,16,10,20,0.8,20,10,0.08773430000292137
Pruning,Y,N,16,10,20,0.8,468,10,0.024721199995838106
Dijkstra,Y,N,16,10,20,0.8,19,10,0.012263499986147508
Dijkstra,Y,Y,46,10,20,0.4,4031,11,4.349946499976795
A*,N,N,15,10,20,0.8,94,14,0.3288165000267327
A*,Y,N,16,10,20,0.8,19,10,0.05681259999983013
Pruning,Y,Y,16,10,20,0.8,324,10,0.016684700007317588
Dijkstra,Y,Y,16,10,20,0.8,19,10,0.012519999989308417
Pruning,Y,N,15,10,20,0.8,767,14,0.0420379999850411
Dijkstra,Y,N,15,10,20,0.8,50,14,0.02839190000668168
A*,Y,Y,16,10,20,0.8,19,10,0.08247650001430884
Pruning,N,N,17,10,20,0.8,417,10,0.019402600009925663
Dijkstra,N,N,17,10,20,0.8,20,10,0.016049899975769222
A*,Y,N,15,10,20,0.8,85,14,0.3523678000201471
Pruning,Y,Y,15,10,20,0.8,780,14,0.029594399995403364
Dijkstra,Y,Y,15,10,20,0.8,47,14,0.025718599994434044
A*,N,N,17,10,20,0.8,20,10,0.07941009997739457
Pruning,Y,N,17,10,20,0.8,463,10,0.02336490000016056
Dijkstra,Y,N,17,10,20,0.8,20,10,0.014446400018641725
A*,Y,N,17,10,20,0.8,20,10,0.09168129999306984
Pruning,Y,Y,17,10,20,0.8,463,10,0.022592699999222532
Dijkstra,Y,Y,17,10,20,0.8,20,10,0.009039500000653788
Pruning,N,N,18,10,20,0.8,380,10,0.011150100006489083
Dijkstra,N,N,18,10,20,0.8,19,10,0.009775099984835833
A*,N,N,18,10,20,0.8,19,10,0.055521000002045184
A*,Y,Y,17,10,20,0.8,20,10,0.09970230000908487
Pruning,Y,N,18,10,20,0.8,340,10,0.012318599998252466
Dijkstra,Y,N,18,10,20,0.8,17,10,0.008677200006786734
A*,Y,Y,15,10,20,0.8,85,14,0.3056501999963075
A*,Y,N,18,10,20,0.8,17,10,0.05865409999387339
Pruning,Y,Y,18,10,20,0.8,298,10,0.015484700008528307
Dijkstra,Y,Y,18,10,20,0.8,17,10,0.010034800012363121
A*,Y,Y,18,10,20,0.8,17,10,0.05943850000039674
Pruning,N,N,19,10,20,0.8,541,10,0.019806900003459305
Dijkstra,N,N,19,10,20,0.8,19,10,0.011621200013905764
Pruning,N,N,20,10,20,0.8,435,10,0.017408500018063933
Dijkstra,N,N,20,10,20,0.8,20,10,0.011859899997944012
A*,N,N,19,10,20,0.8,19,10,0.059972999995807186
Pruning,Y,N,19,10,20,0.8,484,10,0.019000900007085875
Dijkstra,Y,N,19,10,20,0.8,18,10,0.011230200005229563
A*,N,N,20,10,20,0.8,20,10,0.08541480000712909
Pruning,N,N,21,10,20,0.8,670,10,0.03340300000854768
Pruning,Y,N,20,10,20,0.8,532,10,0.03198649999103509
Dijkstra,N,N,21,10,20,0.8,21,10,0.015122399985557422
Dijkstra,Y,N,20,10,20,0.8,19,10,0.01199369999812916
A*,Y,N,19,10,20,0.8,18,10,0.06853280001087114
Pruning,Y,Y,19,10,20,0.8,874,10,0.033086300012655556
Dijkstra,Y,Y,19,10,20,0.8,18,10,0.005999199987854809
A*,Y,N,20,10,20,0.8,19,10,0.0910755000077188
A*,N,N,21,10,20,0.8,21,10,0.09295379999093711
A*,Y,Y,19,10,20,0.8,18,10,0.07074029999785125
Pruning,Y,N,21,10,20,0.8,667,10,0.03887879999820143
Pruning,Y,Y,20,10,20,0.8,855,10,0.0451988999848254
Dijkstra,Y,N,21,10,20,0.8,20,10,0.012297100009163842
Dijkstra,Y,Y,20,10,20,0.8,19,10,0.009155000007012859
A*,Y,Y,20,10,20,0.8,19,10,0.07380209999973886
A*,Y,N,21,10,20,0.8,20,10,0.09530750001431443
Pruning,Y,Y,21,10,20,0.8,667,10,0.029733699979260564
Dijkstra,Y,Y,21,10,20,0.8,20,10,0.014837499998975545
A*,Y,Y,21,10,20,0.8,20,10,0.09576990001369268
Pruning,N,N,22,10,20,0.8,382,10,0.0102424000215251
Dijkstra,N,N,22,10,20,0.8,21,10,0.010570200014626607
A*,N,N,22,10,20,0.8,21,10,0.08097320000524633
Pruning,N,N,23,10,20,0.8,287,10,0.013715599983697757
Pruning,Y,N,22,10,20,0.8,531,10,0.024499200022546574
Dijkstra,N,N,23,10,20,0.8,16,10,0.012908299977425486
Dijkstra,Y,N,22,10,20,0.8,20,10,0.014334099978441373
A*,N,N,23,10,20,0.8,16,10,0.04963209998095408
Pruning,Y,N,23,10,20,0.8,434,10,0.015427200007252395
Dijkstra,Y,N,23,10,20,0.8,15,10,0.005017699993913993
A*,Y,N,23,10,20,0.8,15,10,0.030955700000049546
A*,Y,N,22,10,20,0.8,20,10,0.0951620000123512
Pruning,Y,Y,23,10,20,0.8,279,10,0.012422300002072006
Dijkstra,Y,Y,23,10,20,0.8,15,10,0.006791099993279204
Pruning,Y,Y,22,10,20,0.8,616,10,0.028646299993852153
Pruning,N,N,24,10,20,0.8,398,10,0.01481309998780489
Dijkstra,Y,Y,22,10,20,0.8,20,10,0.014646299998275936
A*,Y,Y,23,10,20,0.8,15,10,0.02828510000836104
Dijkstra,N,N,24,10,20,0.8,19,10,0.015632200025720522
A*,N,N,24,10,20,0.8,19,10,0.07799990000785328
Dijkstra,Y,Y,49,10,20,0.4,3607,11,4.125778900022851
A*,Y,Y,22,10,20,0.8,20,10,0.09242150001227856
Pruning,Y,N,24,10,20,0.8,409,10,0.017904300009831786
Dijkstra,Y,N,24,10,20,0.8,18,10,0.011724300013156608
A*,Y,N,24,10,20,0.8,18,10,0.0762479999975767
Pruning,Y,Y,24,10,20,0.8,557,10,0.036504299991065636
Dijkstra,Y,Y,24,10,20,0.8,18,10,0.0059988999855704606
A*,Y,Y,24,10,20,0.8,18,10,0.07100279998849146
Pruning,N,N,25,10,20,0.8,471,10,0.027321200002916157
Dijkstra,N,N,25,10,20,0.8,20,10,0.016436299978522584
A*,N,N,25,10,20,0.8,20,10,0.06964840000728145
Pruning,N,N,26,10,20,0.8,597,10,0.034756100008962676
Dijkstra,N,N,26,10,20,0.8,20,10,0.014235399983590469
Pruning,Y,N,25,10,20,0.8,368,10,0.021087200002511963
Dijkstra,Y,N,25,10,20,0.8,17,10,0.010739299992565066
A*,Y,N,25,10,20,0.8,17,10,0.0486531000060495
A*,N,N,26,10,20,0.8,20,10,0.06884749999153428
Pruning,Y,Y,25,10,20,0.8,270,10,0.011337000003550202
Dijkstra,Y,Y,25,10,20,0.8,17,10,0.005334600020432845
Pruning,Y,N,26,10,20,0.8,842,10,0.05018970000674017
A*,Y,Y,25,10,20,0.8,17,10,0.043038600008003414
Dijkstra,Y,N,26,10,20,0.8,18,10,0.011858099984237924
Pruning,N,N,27,10,20,0.8,380,10,0.019676100026117638
Dijkstra,N,N,27,10,20,0.8,20,10,0.012117599981138483
A*,Y,N,26,10,20,0.8,18,10,0.07591020001564175
Pruning,Y,Y,26,10,20,0.8,722,10,0.03581040000426583
A*,N,N,27,10,20,0.8,21,10,0.07790719997137785
Dijkstra,Y,Y,26,10,20,0.8,18,10,0.010692300013033673
Pruning,Y,N,27,10,20,0.8,379,10,0.01965770000242628
Dijkstra,Y,N,27,10,20,0.8,19,10,0.01051640001242049
A*,Y,Y,26,10,20,0.8,18,10,0.051052599999820814
A*,Y,N,27,10,20,0.8,20,10,0.07471960000111721
Pruning,Y,Y,27,10,20,0.8,304,10,0.01599829999031499
Dijkstra,Y,Y,27,10,20,0.8,20,10,0.01305739997769706
A*,Y,Y,27,10,20,0.8,20,10,0.07297720000497065
Pruning,N,N,28,10,20,0.8,433,10,0.014090599986957386
Dijkstra,N,N,28,10,20,0.8,18,10,0.014421300002140924
A*,N,N,28,10,20,0.8,18,10,0.06343969999579713
Pruning,Y,N,28,10,20,0.8,407,10,0.02396769999177195
Dijkstra,Y,N,28,10,20,0.8,16,10,0.008723500010091811
A*,Y,N,28,10,20,0.8,16,10,0.0518461000174284
Pruning,Y,Y,28,10,20,0.8,406,10,0.017434500012313947
Dijkstra,Y,Y,28,10,20,0.8,16,10,0.007039600022835657
Pruning,N,N,29,10,20,0.8,526,10,0.027548300015041605
Dijkstra,N,N,29,10,20,0.8,21,10,0.013335600000573322
A*,Y,Y,28,10,20,0.8,16,10,0.038975800009211525
A*,N,N,29,10,20,0.8,21,10,0.09693450000486337
Pruning,Y,N,29,10,20,0.8,325,10,0.012342300004092976
Dijkstra,Y,N,29,10,20,0.8,17,10,0.01059640001039952
Pruning,N,N,30,10,20,0.8,344,10,0.018051599996397272
Dijkstra,N,N,30,10,20,0.8,19,10,0.01311660002102144
A*,Y,N,29,10,20,0.8,17,10,0.05913790001068264
Pruning,Y,Y,29,10,20,0.8,256,10,0.006788600003346801
Dijkstra,Y,Y,29,10,20,0.8,17,10,0.009553600015351549
A*,N,N,30,10,20,0.8,19,10,0.08617570000933483
A*,Y,Y,29,10,20,0.8,17,10,0.04111190000548959
Pruning,Y,N,30,10,20,0.8,367,10,0.017052499984856695
Dijkstra,Y,N,30,10,20,0.8,16,10,0.007581700017908588
A*,Y,N,30,10,20,0.8,16,10,0.04723250001552515
Pruning,Y,Y,30,10,20,0.8,564,10,0.026911199995083734
Dijkstra,Y,Y,30,10,20,0.8,16,10,0.007002899976214394
A*,Y,Y,30,10,20,0.8,16,10,0.04387080000014976
Pruning,N,N,31,10,20,0.8,574,10,0.027542299998458475
Dijkstra,N,N,31,10,20,0.8,18,10,0.013045900006545708
A*,N,N,31,10,20,0.8,18,10,0.07399530001566745
Pruning,Y,N,31,10,20,0.8,744,10,0.047858000005362555
Dijkstra,Y,N,31,10,20,0.8,17,10,0.0051451000035740435
A*,Y,N,31,10,20,0.8,17,10,0.053928300010738894
Pruning,N,N,32,10,20,0.8,472,10,0.02666319999843836
Dijkstra,N,N,32,10,20,0.8,21,10,0.016896999994060025
Pruning,Y,Y,31,10,20,0.8,437,10,0.02474130000337027
Dijkstra,Y,Y,31,10,20,0.8,17,10,0.008512600004905835
A*,Y,Y,31,10,20,0.8,17,10,0.05428489999030717
A*,N,N,32,10,20,0.8,21,10,0.09408599999733269
Pruning,Y,N,32,10,20,0.8,324,10,0.014653499994892627
Dijkstra,Y,N,32,10,20,0.8,19,10,0.012484500010032207
Pruning,N,N,33,10,20,0.8,705,10,0.036123600002611056
Dijkstra,N,N,33,10,20,0.8,20,10,0.017082300008041784
A*,Y,N,32,10,20,0.8,19,10,0.08556239999597892
Pruning,Y,Y,32,10,20,0.8,324,10,0.016088500007754192
Dijkstra,Y,Y,32,10,20,0.8,19,10,0.006776399997761473
A*,N,N,33,10,20,0.8,20,10,0.08851629999116994
Pruning,Y,N,33,10,20,0.8,634,10,0.03673349999007769
Dijkstra,Y,N,33,10,20,0.8,17,10,0.009909700020216405
A*,Y,Y,32,10,20,0.8,19,10,0.05988089999300428
A*,Y,N,33,10,20,0.8,17,10,0.05880499997874722
Pruning,Y,Y,33,10,20,0.8,697,10,0.03694479999830946
Dijkstra,Y,Y,33,10,20,0.8,17,10,0.010082499997224659
A*,Y,Y,33,10,20,0.8,17,10,0.05886849999660626
Pruning,N,N,34,10,20,0.8,489,10,0.024114899977575988
Dijkstra,N,N,34,10,20,0.8,20,10,0.013888199988286942
A*,N,N,34,10,20,0.8,20,10,0.07267389999469742
Pruning,Y,N,34,10,20,0.8,290,10,0.008291500009363517
Dijkstra,Y,N,34,10,20,0.8,16,10,0.005671000020811334
A*,Y,N,34,10,20,0.8,16,10,0.04538270001648925
Pruning,Y,Y,34,10,20,0.8,341,10,0.017129500018199906
Dijkstra,Y,Y,34,10,20,0.8,16,10,0.007265400025062263
A*,Y,Y,34,10,20,0.8,16,10,0.044340799999190494
Pruning,N,N,35,10,20,0.8,382,10,0.019188000005669892
Dijkstra,N,N,35,10,20,0.8,21,10,0.01206170002114959
A*,N,N,35,10,20,0.8,21,10,0.09897910000290722
Pruning,Y,N,35,10,20,0.8,452,10,0.022689999983413145
Dijkstra,Y,N,35,10,20,0.8,19,10,0.00845100000151433
Pruning,N,N,36,10,20,0.8,633,10,0.02674890001071617
Dijkstra,N,N,36,10,20,0.8,20,10,0.016627200006041676
A*,Y,N,35,10,20,0.8,19,10,0.07203180002397858
Pruning,Y,Y,35,10,20,0.8,340,10,0.017867699993075803
Dijkstra,Y,Y,35,10,20,0.8,19,10,0.013160400005290285
A*,N,N,36,10,20,0.8,20,10,0.0859348000085447
Pruning,Y,N,36,10,20,0.8,732,10,0.03739839998888783
Dijkstra,Y,N,36,10,20,0.8,17,10,0.00996540000778623
A*,Y,Y,35,10,20,0.8,19,10,0.06774840000434779
A*,Y,N,36,10,20,0.8,17,10,0.04889469998306595
Pruning,Y,Y,36,10,20,0.8,918,10,0.04284930002177134
Dijkstra,Y,Y,36,10,20,0.8,18,10,0.007677999994484708
A*,Y,Y,36,10,20,0.8,17,10,0.059848900011274964
Pruning,N,N,37,10,20,0.8,325,10,0.01719100002082996
Dijkstra,N,N,37,10,20,0.8,18,10,0.014737099991180003
A*,N,N,37,10,20,0.8,18,10,0.06357110000681132
Pruning,Y,N,37,10,20,0.8,491,10,0.019659699988551438
Dijkstra,Y,N,37,10,20,0.8,17,10,0.009533100004773587
A*,Y,N,37,10,20,0.8,17,10,0.048349899996537715
Pruning,Y,Y,37,10,20,0.8,522,10,0.025779399991733953
Dijkstra,Y,Y,37,10,20,0.8,17,10,0.006241299997782335
A*,Y,Y,37,10,20,0.8,17,10,0.0505336000060197
Pruning,N,N,38,10,20,0.8,488,10,0.02739650002331473
Dijkstra,N,N,38,10,20,0.8,19,10,0.010421200015116483
A*,N,N,38,10,20,0.8,21,10,0.08547980000730604
Pruning,Y,N,38,10,20,0.8,563,10,0.02851630002260208
Dijkstra,Y,N,38,10,20,0.8,20,10,0.013354099995922297
Pruning,N,N,39,10,20,0.8,543,10,0.028540700004668906
Dijkstra,N,N,39,10,20,0.8,20,10,0.017332799994619563
A*,Y,N,38,10,20,0.8,21,10,0.08378089999314398
Pruning,Y,Y,38,10,20,0.8,735,10,0.03208669999730773
Dijkstra,Y,Y,38,10,20,0.8,21,10,0.008107700006803498
A*,N,N,39,10,20,0.8,20,10,0.09173340001143515
Pruning,Y,N,39,10,20,0.8,717,10,0.02438270000857301
Dijkstra,Y,N,39,10,20,0.8,20,10,0.01409910002257675
A*,Y,Y,38,10,20,0.8,21,10,0.08185839999350719
A*,Y,N,39,10,20,0.8,20,10,0.09615279998979531
Pruning,Y,Y,39,10,20,0.8,650,10,0.039197999984025955
Dijkstra,Y,Y,39,10,20,0.8,20,10,0.014343099988764152
Pruning,N,N,40,10,20,0.8,1340,13,0.06853549997322261
A*,Y,Y,39,10,20,0.8,20,10,0.1041957999987062
Dijkstra,N,N,40,10,20,0.8,51,13,0.03811729999142699
A*,N,N,40,10,20,0.8,58,13,0.248033799987752
Pruning,Y,N,40,10,20,0.8,787,13,0.0323952000180725
Dijkstra,Y,N,40,10,20,0.8,55,13,0.03642430002219044
Pruning,N,N,41,10,20,0.8,431,10,0.026150699995923787
Dijkstra,N,N,41,10,20,0.8,18,10,0.01370030001271516
A*,N,N,41,10,20,0.8,18,10,0.06901059998199344
Pruning,Y,N,41,10,20,0.8,529,10,0.017164100019726902
Dijkstra,Y,N,41,10,20,0.8,18,10,0.006291099998634309
A*,Y,N,41,10,20,0.8,18,10,0.05565020002541132
Pruning,Y,Y,41,10,20,0.8,474,10,0.017024300002958626
Dijkstra,Y,Y,41,10,20,0.8,18,10,0.005929900013143197
A*,Y,N,40,10,20,0.8,55,13,0.2279366000148002
A*,Y,Y,41,10,20,0.8,18,10,0.042273899976862594
Pruning,N,N,42,10,20,0.8,1066,10,0.060396899993065745
Dijkstra,N,N,42,10,20,0.8,23,10,0.01727569999638945
Pruning,Y,Y,40,10,20,0.8,1154,13,0.07187519999570213
Dijkstra,Y,Y,40,10,20,0.8,53,13,0.03727669999352656
A*,N,N,42,10,20,0.8,27,10,0.11641630000667647
Pruning,Y,N,42,10,20,0.8,1397,10,0.08049490000121295
Dijkstra,Y,N,42,10,20,0.8,30,10,0.017590400006156415
A*,Y,Y,40,10,20,0.8,54,13,0.23845090001123026
A*,Y,N,42,10,20,0.8,30,10,0.13124399998923764
Pruning,Y,Y,42,10,20,0.8,1210,10,0.06933639998896979
Dijkstra,Y,Y,42,10,20,0.8,28,10,0.02177819999633357
Pruning,N,N,43,10,20,0.8,743,12,0.04051869999966584
A*,Y,Y,42,10,20,0.8,30,10,0.11646409999229945
Dijkstra,N,N,43,10,20,0.8,33,12,0.03113750001648441
A*,N,N,43,10,20,0.8,48,12,0.19905890000518411
Pruning,Y,N,43,10,20,0.8,957,12,0.03996000002371147
Dijkstra,Y,N,43,10,20,0.8,33,12,0.020500599988736212
Pruning,N,N,44,10,20,0.8,562,10,0.018102900008670986
Dijkstra,N,N,44,10,20,0.8,21,10,0.011736400017980486
A*,N,N,44,10,20,0.8,21,10,0.07209290002356283
Pruning,Y,N,44,10,20,0.8,452,10,0.015291099989553913
Dijkstra,Y,N,44,10,20,0.8,19,10,0.006522699986817315
A*,Y,N,43,10,20,0.8,47,12,0.2144354999763891
A*,Y,N,44,10,20,0.8,19,10,0.06939600000623614
Pruning,Y,Y,43,10,20,0.8,600,12,0.018700199987506494
Pruning,Y,Y,44,10,20,0.8,515,10,0.025682499981485307
Dijkstra,Y,Y,44,10,20,0.8,19,10,0.012025400006677955
Dijkstra,Y,Y,43,10,20,0.8,33,12,0.025305300019681454
Pruning,N,N,45,10,20,0.8,1026,10,0.04004819999681786
Dijkstra,N,N,45,10,20,0.8,23,10,0.02018390002194792
A*,Y,Y,44,10,20,0.8,19,10,0.07978689999436028
A*,N,N,45,10,20,0.8,22,10,0.09313019999535754
Pruning,Y,N,45,10,20,0.8,932,10,0.05393339999136515
A*,Y,Y,43,10,20,0.8,47,12,0.1996592000068631
Dijkstra,Y,N,45,10,20,0.8,23,10,0.013607900007627904
A*,Y,N,45,10,20,0.8,21,10,0.09258240001508966
