Algoritmo,Unique(Y/N),Sorted(Y/N),Run#,Problem_Size,#_Sets,Probability,#_of_Steps,Best_Cost,Time
A*,N,N,6,20,10,0.4,2071,32,2.3652753999922425
Pruning,Y,N,5,20,10,0.4,24947,30,3.3016775000141934
A*,Y,N,4,20,10,0.4,3116,33,4.112505600001896
Pruning,Y,N,6,20,10,0.4,13303,32,1.7335062999918591
Dijkstra,Y,N,6,20,10,0.4,1931,32,1.3628857999865431
Dijkstra,Y,N,5,20,10,0.4,3971,30,3.1123174999956973
Pruning,Y,Y,4,20,10,0.4,21820,33,3.0523247999954037
Pruning,Y,N,1,20,10,0.4,55705,31,8.363717500003986
A*,Y,N,6,20,10,0.4,2070,32,2.725639600015711
Dijkstra,Y,Y,4,20,10,0.4,2973,33,2.3303413999965414
Pruning,Y,Y,6,20,10,0.4,13337,32,1.8671076000027824
A*,Y,N,5,20,10,0.4,4224,30,5.530777699983446
Dijkstra,Y,Y,6,20,10,0.4,1926,32,1.5271254999970552
Dijkstra,Y,N,1,20,10,0.4,5812,31,4.564496700011659
A*,Y,Y,4,20,10,0.4,3063,33,3.7748650000139605
A*,Y,Y,6,20,10,0.4,2070,32,2.899504300003173
Dijkstra,N,N,3,20,10,0.4,18956,33,15.170521699998062
Pruning,N,N,7,20,10,0.4,13542,30,1.9131307999778073
Pruning,Y,Y,5,20,10,0.4,29007,30,3.9780681999982335
Dijkstra,N,N,7,20,10,0.4,1652,30,1.3536032999982126
Pruning,N,N,8,20,10,0.4,14756,31,2.184815199987497
A*,N,N,7,20,10,0.4,1453,30,1.8570031999843195
Dijkstra,Y,Y,5,20,10,0.4,4000,30,3.2271437000017613
Dijkstra,N,N,8,20,10,0.4,2276,31,1.7455775999987964
Pruning,Y,N,7,20,10,0.4,10159,30,1.3649587999971118
A*,Y,N,1,20,10,0.4,5580,31,7.565707400004612
Dijkstra,Y,N,7,20,10,0.4,1639,30,1.3411790000100154
A*,N,N,8,20,10,0.4,2385,31,2.640053799987072
A*,Y,N,7,20,10,0.4,1454,30,2.015769299992826
Pruning,Y,N,8,20,10,0.4,16403,31,2.2353548000101
A*,Y,Y,5,20,10,0.4,4255,30,5.264390699972864
Pruning,Y,Y,7,20,10,0.4,13289,30,1.7228179999801796
Pruning,N,N,9,20,10,0.4,3133,24,0.3988258999888785
Dijkstra,N,N,9,20,10,0.4,275,24,0.2293119999812916
A*,N,N,9,20,10,0.4,279,24,0.31518050000886433
Dijkstra,Y,Y,7,20,10,0.4,1538,30,1.1376301000127569
Dijkstra,Y,N,8,20,10,0.4,2291,31,1.8386713000072632
Pruning,Y,N,9,20,10,0.4,5355,24,0.6565910000063013
Dijkstra,Y,N,9,20,10,0.4,269,24,0.1606896000157576
A*,Y,N,9,20,10,0.4,279,24,0.42701290000695735
Pruning,Y,Y,9,20,10,0.4,2635,24,0.3002136999857612
Dijkstra,Y,Y,9,20,10,0.4,272,24,0.2147642000054475
A*,Y,Y,9,20,10,0.4,276,24,0.3717172000033315
A*,Y,Y,7,20,10,0.4,1457,30,1.9255911000072956
A*,Y,N,8,20,10,0.4,2370,31,3.131459399999585
Pruning,N,N,11,20,10,0.4,5223,28,0.6931391000107396
Dijkstra,N,N,11,20,10,0.4,456,28,0.35972369997762144
A*,N,N,11,20,10,0.4,476,28,0.5590670999954455
Pruning,Y,N,11,20,10,0.4,4903,28,0.5996006000204943
Dijkstra,Y,N,11,20,10,0.4,478,28,0.33476019999943674
A*,Y,N,11,20,10,0.4,476,28,0.6306869999971241
Pruning,Y,Y,11,20,10,0.4,4349,28,0.4517758000001777
Pruning,Y,Y,8,20,10,0.4,20787,31,3.012028299999656
Pruning,N,N,10,20,10,0.4,27071,29,3.9039311000087764
Dijkstra,Y,Y,11,20,10,0.4,458,28,0.3095781000156421
A*,Y,Y,11,20,10,0.4,475,28,0.6046570000180509
Dijkstra,Y,Y,8,20,10,0.4,2275,31,1.7409944999963045
Dijkstra,N,N,10,20,10,0.4,4095,29,3.2243611000012606
Pruning,Y,Y,1,20,10,0.4,97831,31,15.910447700007353
A*,N,N,3,20,10,0.4,19738,33,21.61483199999202
Pruning,N,N,12,20,10,0.4,23425,31,3.3710361999983434
A*,Y,Y,8,20,10,0.4,2377,31,3.1023088000074495
Dijkstra,N,N,12,20,10,0.4,3445,31,2.9063343000016175
Dijkstra,Y,Y,1,20,10,0.4,5800,31,4.509109900012845
A*,N,N,10,20,10,0.4,4638,29,5.037549200002104
Pruning,N,N,13,20,10,0.4,31663,27,5.018432100012433
Dijkstra,N,N,13,20,10,0.4,1860,27,1.305886999994982
A*,N,N,12,20,10,0.4,3871,31,4.349826099991333
Pruning,Y,N,10,20,10,0.4,27297,29,4.002449399995385
A*,N,N,13,20,10,0.4,1857,27,2.0623913999879733
Pruning,Y,N,12,20,10,0.4,22345,31,3.2230032999941614
A*,Y,Y,1,20,10,0.4,5580,31,7.339734500012128
Dijkstra,Y,N,10,20,10,0.4,4084,29,3.221513500000583
Dijkstra,Y,N,12,20,10,0.4,3435,31,2.8050106999871787
Pruning,Y,N,13,20,10,0.4,28388,27,4.3708820000174455
Dijkstra,Y,N,13,20,10,0.4,1862,27,1.4487758000032045
A*,Y,N,10,20,10,0.4,4639,29,5.971508999995422
Pruning,N,N,14,20,10,0.4,37037,32,5.7307258999790065
Pruning,Y,N,3,20,10,0.4,106350,33,17.322921200015116
A*,Y,N,13,20,10,0.4,1855,27,2.393433699995512
A*,Y,N,12,20,10,0.4,3865,31,5.1105918000102974
Pruning,Y,Y,13,20,10,0.4,14371,27,2.0189938999828883
Pruning,Y,Y,10,20,10,0.4,24726,29,3.2970724999904633
Dijkstra,N,N,14,20,10,0.4,4701,32,3.6901881999801844
Dijkstra,Y,Y,13,20,10,0.4,1854,27,1.430716000002576
Pruning,Y,Y,12,20,10,0.4,23046,31,3.251594600005774
A*,Y,Y,13,20,10,0.4,1856,27,2.38290810000035
Dijkstra,Y,Y,10,20,10,0.4,4068,29,3.1520427000068594
Dijkstra,Y,Y,12,20,10,0.4,3436,31,2.7123741000250448
A*,N,N,14,20,10,0.4,4785,32,5.274647099984577
Pruning,N,N,15,20,10,0.4,34795,29,5.062561800004914
A*,Y,Y,10,20,10,0.4,4638,29,5.686508999991929
A*,Y,Y,12,20,10,0.4,3822,31,5.131260300026042
Pruning,Y,N,14,20,10,0.4,35970,32,5.293753499980085
Pruning,N,N,16,20,10,0.4,12277,30,1.7212624000094365
Pruning,N,N,17,20,10,0.4,9963,26,1.3729323000006843
Dijkstra,Y,N,3,20,10,0.4,18946,33,14.611474900011672
Dijkstra,N,N,15,20,10,0.4,4072,29,3.1299025999906007
Dijkstra,N,N,17,20,10,0.4,1111,26,0.7875252999947406
Dijkstra,N,N,16,20,10,0.4,1315,30,0.9628339000046253
A*,N,N,17,20,10,0.4,1080,26,1.295516599988332
A*,N,N,16,20,10,0.4,1554,30,1.7263281000196002
Pruning,Y,N,17,20,10,0.4,9376,26,1.188538200018229
Dijkstra,Y,N,14,20,10,0.4,4703,32,3.746893200004706
Dijkstra,Y,N,17,20,10,0.4,1093,26,0.782380299991928
Pruning,Y,N,16,20,10,0.4,12282,30,1.647471400006907
A*,N,N,15,20,10,0.4,4359,29,4.64347069998621
Dijkstra,Y,N,16,20,10,0.4,1324,30,1.0339188000070862
A*,Y,N,17,20,10,0.4,1080,26,1.4082658999832347
A*,Y,N,16,20,10,0.4,1554,30,2.0758410999842454
Pruning,Y,Y,17,20,10,0.4,20103,26,2.858617299993057
Pruning,Y,N,15,20,10,0.4,26933,29,3.8199531999998726
Pruning,Y,Y,16,20,10,0.4,11847,30,1.7159892999916337
Dijkstra,Y,Y,17,20,10,0.4,1121,26,0.8209618999972008
A*,Y,N,14,20,10,0.4,4793,32,6.104816999984905
Dijkstra,Y,Y,16,20,10,0.4,1332,30,1.0063031000026967
A*,Y,Y,17,20,10,0.4,1082,26,1.4352902000246104
Dijkstra,Y,N,15,20,10,0.4,4156,29,3.0937005000014324
A*,Y,Y,16,20,10,0.4,1555,30,2.2206525999936275
Pruning,N,N,18,20,10,0.4,9930,28,1.285811100009596
Dijkstra,N,N,18,20,10,0.4,1164,28,1.04562019999139
A*,N,N,35,10,20,0.4,66389,10,234.6379057999875
A*,N,N,18,20,10,0.4,1332,28,1.519241800007876
Pruning,Y,Y,14,20,10,0.4,37167,32,5.625493399973493
Pruning,Y,N,18,20,10,0.4,7892,28,1.054938499990385
Dijkstra,Y,N,18,20,10,0.4,1149,28,0.8785549000022002
A*,Y,N,15,20,10,0.4,4359,29,5.6219337999937125
A*,Y,N,18,20,10,0.4,1254,28,1.6878696999920066
Dijkstra,Y,Y,14,20,10,0.4,4699,32,3.7657856000005268
Pruning,Y,Y,18,20,10,0.4,9130,28,1.2032510999997612
Dijkstra,Y,Y,18,20,10,0.4,1159,28,0.823833200003719
Pruning,Y,Y,15,20,10,0.4,29437,29,4.235098900011508
A*,Y,Y,18,20,10,0.4,1282,28,1.8431223999941722
A*,Y,N,3,20,10,0.4,19624,33,23.37436279997928
Pruning,N,N,20,20,10,0.4,7574,27,1.0442678999970667
Dijkstra,N,N,20,20,10,0.4,582,27,0.4284558999934234
Dijkstra,Y,Y,15,20,10,0.4,4166,29,3.230820400000084
A*,Y,Y,14,20,10,0.4,4794,32,6.20928029998322
A*,N,N,20,20,10,0.4,698,27,0.8476416999765206
Pruning,N,N,21,20,10,0.4,4840,28,0.516931599995587
Dijkstra,N,N,21,20,10,0.4,569,28,0.41903829999500886
Pruning,Y,N,20,20,10,0.4,13761,27,1.955842199997278
A*,N,N,21,20,10,0.4,553,28,0.6718127999920398
Dijkstra,Y,N,20,20,10,0.4,583,27,0.377380699996138
Pruning,Y,N,21,20,10,0.4,7765,28,1.0207585000025574
A*,Y,N,20,20,10,0.4,698,27,0.9618541999952868
Dijkstra,Y,N,21,20,10,0.4,594,28,0.3953932000149507
Pruning,Y,Y,20,20,10,0.4,4141,27,0.4522135000152048
A*,Y,N,21,20,10,0.4,556,28,0.770378699991852
Dijkstra,Y,Y,20,20,10,0.4,582,27,0.40940310002770275
A*,Y,Y,20,20,10,0.4,698,27,0.979987800004892
Pruning,Y,Y,21,20,10,0.4,7762,28,1.0350325000181329
A*,Y,Y,15,20,10,0.4,4352,29,5.545375199988484
Dijkstra,Y,Y,21,20,10,0.4,560,28,0.4122815000009723
A*,Y,Y,21,20,10,0.4,555,28,0.7195169999904465
Pruning,N,N,22,20,10,0.4,5702,31,0.6818313000258058
Dijkstra,N,N,22,20,10,0.4,720,31,0.5087302000029013
Pruning,N,N,23,20,10,0.4,11463,29,1.542806700017536
A*,N,N,22,20,10,0.4,741,31,0.9517241999856196
Pruning,Y,N,22,20,10,0.4,5087,31,0.6111850999877788
Dijkstra,N,N,23,20,10,0.4,1602,29,1.184499399998458
Dijkstra,Y,N,22,20,10,0.4,722,31,0.49113280000165105
Pruning,N,N,24,20,10,0.4,19009,30,2.648885500006145
A*,Y,N,22,20,10,0.4,737,31,1.0363419000059366
A*,N,N,23,20,10,0.4,1700,29,1.7892127999803051
Pruning,Y,Y,22,20,10,0.4,6251,31,0.7051709999796003
Dijkstra,N,N,24,20,10,0.4,2160,30,1.5901651999738533
Dijkstra,Y,Y,22,20,10,0.4,729,31,0.5123099999909755
Pruning,Y,N,23,20,10,0.4,10630,29,1.3527615000202786
A*,Y,Y,22,20,10,0.4,735,31,0.9030605999869294
Dijkstra,Y,N,23,20,10,0.4,1606,29,1.2122999999846797
A*,N,N,24,20,10,0.4,2102,30,2.318387500010431
Pruning,N,N,25,20,10,0.4,14213,27,2.0598790000076406
A*,Y,N,23,20,10,0.4,1702,29,1.9881029999814928
Pruning,N,N,19,20,10,0.4,162062,39,27.848394100001315
Dijkstra,N,N,25,20,10,0.4,1326,27,0.8999282000004314
Pruning,Y,N,24,20,10,0.4,17070,30,2.3201210999977775
Pruning,Y,Y,23,20,10,0.4,11287,29,1.4984524000028614
Pruning,Y,Y,3,20,10,0.4,108560,33,18.1309343999892
A*,N,N,25,20,10,0.4,1344,27,1.474853699997766
Dijkstra,Y,N,24,20,10,0.4,2190,30,1.617252500000177
Dijkstra,Y,Y,23,20,10,0.4,1607,29,1.1990309999964666
Pruning,Y,N,25,20,10,0.4,9292,27,1.1089936000062153
Dijkstra,Y,N,25,20,10,0.4,1326,27,0.9332465000043157
A*,Y,Y,23,20,10,0.4,1699,29,2.1956225000030827
A*,Y,N,24,20,10,0.4,2040,30,2.7325663000228815
A*,Y,N,25,20,10,0.4,1338,27,1.7398901999986265
Pruning,Y,Y,24,20,10,0.4,17431,30,2.3662926999968477
Pruning,Y,Y,25,20,10,0.4,14075,27,1.8039836999960244
Dijkstra,Y,Y,25,20,10,0.4,1387,27,0.9922477999934927
Dijkstra,Y,Y,24,20,10,0.4,2163,30,1.5767555000202265
A*,Y,Y,25,20,10,0.4,1349,27,1.7991905999951996
A*,Y,Y,24,20,10,0.4,2073,30,2.649662800016813
Pruning,N,N,26,20,10,0.4,44123,32,6.8374798000149895
Pruning,N,N,28,20,10,0.4,19459,29,2.592410999990534
Dijkstra,N,N,26,20,10,0.4,4871,32,3.7659758999943733
Dijkstra,Y,Y,3,20,10,0.4,18950,33,14.504703400016297
Pruning,N,N,27,20,10,0.4,35477,32,5.323217400000431
Dijkstra,N,N,28,20,10,0.4,2908,29,2.2253098000073805
A*,N,N,28,20,10,0.4,3105,29,3.4229169999889564
Dijkstra,N,N,27,20,10,0.4,5809,32,4.860308500006795
A*,N,N,26,20,10,0.4,4896,32,5.320279500010656
Pruning,Y,N,28,20,10,0.4,18643,29,2.4844518000027165
Dijkstra,Y,N,28,20,10,0.4,2904,29,2.1310595000104513
Dijkstra,N,N,19,20,10,0.4,30766,39,24.835862100007944
Pruning,Y,N,26,20,10,0.4,32105,32,4.743567299999995
A*,N,N,27,20,10,0.4,5808,32,6.195880000013858
A*,Y,N,28,20,10,0.4,3085,29,3.9973493000143208
Dijkstra,Y,N,26,20,10,0.4,4915,32,3.655892300012056
Pruning,Y,Y,28,20,10,0.4,18910,29,2.602965400001267
Pruning,Y,N,27,20,10,0.4,33403,32,5.1734257000207435
Dijkstra,Y,Y,28,20,10,0.4,2921,29,2.3209971000032965
A*,Y,N,26,20,10,0.4,4897,32,6.05245429999195
Dijkstra,Y,N,27,20,10,0.4,5816,32,4.386447600001702
A*,Y,Y,28,20,10,0.4,3078,29,4.170710300008068
A*,Y,Y,3,20,10,0.4,19614,33,23.227416799985804
Pruning,N,N,30,20,10,0.4,4227,25,0.49399419999099337
Dijkstra,N,N,30,20,10,0.4,378,25,0.31721920002019033
A*,N,N,30,20,10,0.4,446,25,0.4621657000097912
Pruning,Y,N,30,20,10,0.4,2634,25,0.25220420002005994
Dijkstra,Y,N,30,20,10,0.4,387,25,0.25932169999578036
A*,Y,N,30,20,10,0.4,443,25,0.6088672000041697
Pruning,Y,Y,30,20,10,0.4,2959,25,0.3277787000115495
Dijkstra,Y,Y,30,20,10,0.4,392,25,0.25080229999730363
A*,Y,Y,30,20,10,0.4,440,25,0.5774358999915421
A*,Y,N,27,20,10,0.4,5808,32,7.479470400023274
Pruning,Y,Y,26,20,10,0.4,60405,32,9.786968900007196
Pruning,N,N,31,20,10,0.4,19977,33,2.8967441999993753
Dijkstra,N,N,31,20,10,0.4,2923,33,2.2610640000202693
Dijkstra,Y,Y,26,20,10,0.4,4842,32,3.645905000012135
Pruning,Y,Y,27,20,10,0.4,35307,32,5.149595800001407
A*,N,N,31,20,10,0.4,2857,33,3.4266044000105467
Pruning,N,N,29,20,10,0.4,86233,31,13.966101900005015
Dijkstra,Y,Y,27,20,10,0.4,5826,32,4.601647600007709
Pruning,Y,N,31,20,10,0.4,18180,33,2.4683749999967404
A*,Y,Y,26,20,10,0.4,4860,32,6.041183599998476
Dijkstra,Y,N,31,20,10,0.4,2840,33,2.17653060000157
A*,N,N,19,20,10,0.4,30823,39,32.54769139998825
Pruning,N,N,32,20,10,0.4,24368,32,3.5591149000101723
Dijkstra,N,N,29,20,10,0.4,9672,31,7.632417099986924
A*,Y,N,31,20,10,0.4,2848,33,3.746643899998162
A*,Y,Y,27,20,10,0.4,5808,32,7.27077190001728
Dijkstra,N,N,32,20,10,0.4,3918,32,3.083528799994383
Pruning,N,N,33,20,10,0.4,7283,31,0.8348204999929294
Dijkstra,N,N,33,20,10,0.4,1128,31,0.9255542999890167
Pruning,Y,Y,31,20,10,0.4,21664,33,3.080818000016734
A*,N,N,33,20,10,0.4,1053,31,1.163968399981968
Dijkstra,Y,Y,31,20,10,0.4,2969,33,2.338266700011445
Pruning,Y,N,33,20,10,0.4,10714,31,1.452890300017316
A*,N,N,32,20,10,0.4,3942,32,4.4270820999809075
Dijkstra,Y,N,33,20,10,0.4,1092,31,0.7921535999921616
A*,Y,N,33,20,10,0.4,1054,31,1.593978499993682
Pruning,Y,N,35,10,20,0.4,1093896,10,95.84939650000888
A*,Y,Y,31,20,10,0.4,2855,33,3.736441899993224
Pruning,Y,Y,33,20,10,0.4,10887,31,1.3651216000143904
A*,N,N,28,10,20,0.4,120113,10,409.64484699998866
Pruning,Y,N,32,20,10,0.4,25161,32,3.5633109000045806
Dijkstra,Y,Y,33,20,10,0.4,1031,31,0.7960602999955881
A*,N,N,29,20,10,0.4,10500,31,11.150934900011634
A*,Y,Y,33,20,10,0.4,1038,31,1.4661311999952886
Pruning,N,N,34,20,10,0.4,17080,30,2.4509126000048127
Dijkstra,Y,N,32,20,10,0.4,3953,32,3.1650340000051074
Pruning,N,N,35,20,10,0.4,5274,29,0.6567588000034448
Dijkstra,N,N,35,20,10,0.4,734,29,0.5816493000020273
Dijkstra,N,N,34,20,10,0.4,1731,30,1.4746639000077266
A*,N,N,35,20,10,0.4,732,29,0.8481945999956224
Pruning,Y,N,35,20,10,0.4,7370,29,0.9804401000146754
A*,N,N,34,20,10,0.4,1823,30,2.0260324999981094
Dijkstra,Y,N,35,20,10,0.4,771,29,0.6076591000019107
A*,Y,N,35,20,10,0.4,732,29,0.9626333999913186
Pruning,Y,Y,35,20,10,0.4,8291,29,0.9925365999806672
A*,Y,N,32,20,10,0.4,3943,32,5.0478549000108615
Dijkstra,Y,Y,35,20,10,0.4,783,29,0.5335980000090785
A*,Y,Y,35,20,10,0.4,732,29,0.922089399973629
Pruning,Y,N,34,20,10,0.4,26665,30,4.018316499976208
Pruning,N,N,36,20,10,0.4,4867,31,0.5570989999978337
Pruning,Y,N,29,20,10,0.4,63463,31,9.734966999996686
Dijkstra,N,N,36,20,10,0.4,619,31,0.5157836000144016
Dijkstra,Y,N,34,20,10,0.4,2072,30,1.5453361999825574
A*,N,N,36,20,10,0.4,698,31,0.7890708000049926
Pruning,Y,N,36,20,10,0.4,4475,31,0.5558562999940477
Dijkstra,Y,N,36,20,10,0.4,620,31,0.4534603000211064
Pruning,Y,Y,32,20,10,0.4,34851,32,5.038269900018349
A*,Y,N,36,20,10,0.4,702,31,1.0302643000031821
A*,Y,N,34,20,10,0.4,1834,30,2.5451850999961607
Pruning,Y,Y,36,20,10,0.4,4445,31,0.4743099999905098
Dijkstra,Y,Y,36,20,10,0.4,621,31,0.425778500008164
A*,Y,Y,36,20,10,0.4,685,31,0.8942138999991585
Dijkstra,Y,Y,32,20,10,0.4,3948,32,2.8201496999827214
Pruning,Y,Y,34,20,10,0.4,22907,30,3.2411019999999553
Dijkstra,Y,N,29,20,10,0.4,9691,31,7.077407500008121
Dijkstra,Y,Y,34,20,10,0.4,1792,30,1.2200865000195336
A*,Y,Y,34,20,10,0.4,1818,30,2.358998200012138
A*,Y,Y,32,20,10,0.4,3942,32,5.061613400001079
Pruning,Y,N,19,20,10,0.4,203175,39,34.78451550001046
Pruning,N,N,37,20,10,0.4,41606,32,6.441081900004065
Pruning,N,N,39,20,10,0.4,11133,29,1.5112928999878932
Pruning,N,N,38,20,10,0.4,15934,29,2.1892071000183932
Dijkstra,N,N,39,20,10,0.4,1610,29,1.1130258000048343
Dijkstra,N,N,38,20,10,0.4,1702,29,1.3110394999966957
A*,N,N,39,20,10,0.4,1622,29,1.782529500022065
A*,N,N,38,20,10,0.4,1851,29,2.0591936000273563
Pruning,Y,N,39,20,10,0.4,10952,29,1.376645299984375
Dijkstra,N,N,37,20,10,0.4,6814,32,5.044778699986637
Dijkstra,Y,N,39,20,10,0.4,1617,29,1.232703199988464
Pruning,Y,N,38,20,10,0.4,12050,29,1.5434562000154983
Dijkstra,Y,N,38,20,10,0.4,1718,29,1.3806538000062574
A*,Y,N,29,20,10,0.4,10499,31,12.645167900016531
A*,Y,N,39,20,10,0.4,1620,29,2.199030200019479
A*,Y,N,38,20,10,0.4,1846,29,2.595329799980391
Pruning,Y,Y,39,20,10,0.4,15683,29,2.2059816000110004
Pruning,Y,Y,38,20,10,0.4,11589,29,1.583449700003257
Dijkstra,Y,Y,39,20,10,0.4,1608,29,1.23877209998318
A*,N,N,37,20,10,0.4,6816,32,7.3108278999861795
Dijkstra,Y,Y,38,20,10,0.4,1694,29,1.2843615999736357
A*,Y,Y,39,20,10,0.4,1621,29,2.010222499986412
Pruning,N,N,40,20,10,0.4,7360,27,0.9162765999790281
A*,Y,Y,38,20,10,0.4,1842,29,2.387182299979031
Dijkstra,N,N,40,20,10,0.4,938,27,0.6553082000173163
Pruning,Y,Y,29,20,10,0.4,56279,31,8.336322800023481
A*,N,N,40,20,10,0.4,1146,27,1.2460483000031672
Pruning,N,N,41,20,10,0.4,10051,29,1.2856958000047598
Dijkstra,N,N,41,20,10,0.4,1282,29,0.9285309999831952
Pruning,Y,N,40,20,10,0.4,9046,27,1.1164293000183534
Dijkstra,Y,N,40,20,10,0.4,924,27,0.7162693999998737
A*,N,N,41,20,10,0.4,1112,29,1.18399779999163
Pruning,Y,N,37,20,10,0.4,47528,32,7.519126400002278
Pruning,Y,N,41,20,10,0.4,7774,29,1.0150801000127103
A*,Y,N,40,20,10,0.4,1146,27,1.523011699988274
Pruning,Y,Y,40,20,10,0.4,6455,27,0.7278683000185993
Dijkstra,Y,N,41,20,10,0.4,1313,29,0.9576492999913171
Dijkstra,Y,Y,40,20,10,0.4,930,27,0.7303743999800645
A*,Y,N,41,20,10,0.4,1098,29,1.4448077000270132
A*,Y,Y,40,20,10,0.4,1146,27,1.5354497999942396
Dijkstra,Y,N,19,20,10,0.4,30807,39,24.08223440000438
Dijkstra,Y,Y,29,20,10,0.4,9634,31,7.350597000011476
Pruning,Y,Y,41,20,10,0.4,9613,29,1.185912199987797
Dijkstra,Y,N,35,10,20,0.4,43072,10,47.150989000016125
Dijkstra,Y,Y,41,20,10,0.4,1118,29,0.751662100024987
Pruning,N,N,42,20,10,0.4,5512,28,0.721920499985572
Dijkstra,N,N,42,20,10,0.4,661,28,0.5889656000072137
Dijkstra,Y,N,37,20,10,0.4,7008,32,5.406095000013011
A*,N,N,42,20,10,0.4,685,28,0.8201661999919452
A*,Y,Y,41,20,10,0.4,1100,29,1.5423848000064027
Pruning,Y,N,42,20,10,0.4,4595,28,0.5087129000166897
Dijkstra,Y,N,42,20,10,0.4,619,28,0.4296398999867961
A*,Y,N,42,20,10,0.4,684,28,0.8813441999955103
Pruning,Y,Y,42,20,10,0.4,5102,28,0.6052275999973062
Dijkstra,Y,Y,42,20,10,0.4,678,28,0.4575939000060316
Pruning,N,N,43,20,10,0.4,20137,29,2.903792400000384
A*,Y,Y,42,20,10,0.4,684,28,0.8923376000020653
Dijkstra,N,N,43,20,10,0.4,2438,29,1.8719358000089414
Pruning,N,N,44,20,10,0.4,14335,26,2.011806299997261
Dijkstra,N,N,44,20,10,0.4,1465,26,1.0650261999981012
A*,Y,N,37,20,10,0.4,6816,32,8.469356600020546
A*,N,N,43,20,10,0.4,2526,29,2.81713030001265
A*,N,N,44,20,10,0.4,1493,26,1.6829353000211995
A*,Y,Y,29,20,10,0.4,10498,31,13.057079899997916
Pruning,Y,N,44,20,10,0.4,11601,26,1.6133732000016607
Pruning,Y,N,43,20,10,0.4,19217,29,2.5476094000041485
Dijkstra,Y,N,44,20,10,0.4,1456,26,1.1235036999860313
Dijkstra,Y,N,43,20,10,0.4,2452,29,1.8403386999852955
Pruning,N,N,45,20,10,0.4,15619,29,2.187828099995386
A*,Y,N,44,20,10,0.4,1496,26,2.0254921999876387
Dijkstra,N,N,45,20,10,0.4,1877,29,1.4807100000034552
A*,Y,N,43,20,10,0.4,2526,29,3.164042199990945
Pruning,Y,N,28,10,20,0.4,717753,10,65.05729719999363
Pruning,Y,Y,44,20,10,0.4,17849,26,2.387169499997981
Pruning,Y,Y,37,20,10,0.4,54633,32,8.571554799971636
A*,N,N,45,20,10,0.4,1795,29,2.068655699986266
Dijkstra,Y,Y,44,20,10,0.4,1509,26,1.0527416999975685
Pruning,Y,Y,43,20,10,0.4,19569,29,2.6425239000236616
Pruning,Y,N,45,20,10,0.4,14176,29,1.884386000019731
A*,Y,Y,44,20,10,0.4,1494,26,2.1310853000031784
Dijkstra,Y,Y,43,20,10,0.4,2432,29,1.7502109999768436
Dijkstra,Y,N,45,20,10,0.4,1864,29,1.4790197999973316
Pruning,N,N,46,20,10,0.4,7038,29,0.8744810999778565
Dijkstra,N,N,46,20,10,0.4,968,29,0.7363224999862723
Dijkstra,Y,Y,37,20,10,0.4,7003,32,5.305877099977806
A*,Y,N,45,20,10,0.4,1797,29,2.4684520000009798
A*,N,N,46,20,10,0.4,1230,29,1.3717838999873493
A*,Y,Y,43,20,10,0.4,2526,29,3.292146399995545
Pruning,Y,N,46,20,10,0.4,8593,29,1.0160421999753453
Dijkstra,Y,N,46,20,10,0.4,970,29,0.7394074000185356
Pruning,N,N,47,20,10,0.4,8050,24,1.0656768000044394
Dijkstra,N,N,47,20,10,0.4,161,24,0.08211960000335239
Pruning,Y,Y,45,20,10,0.4,18013,29,2.521461000025738
A*,N,N,47,20,10,0.4,226,24,0.24179349999758415
Pruning,Y,N,47,20,10,0.4,5407,24,0.6648316999780945
Dijkstra,Y,N,47,20,10,0.4,177,24,0.11507659999188036
A*,Y,N,46,20,10,0.4,1244,29,1.732785900007002
A*,Y,N,47,20,10,0.4,228,24,0.3040159000083804
Dijkstra,Y,Y,45,20,10,0.4,1883,29,1.3187341000011656
Pruning,Y,Y,47,20,10,0.4,1750,24,0.16797380000934936
Dijkstra,Y,Y,47,20,10,0.4,158,24,0.12462230000528507
A*,Y,Y,47,20,10,0.4,228,24,0.31649470000411384
Pruning,Y,Y,46,20,10,0.4,6776,29,0.9032778000109829
Dijkstra,Y,Y,46,20,10,0.4,966,29,0.6959066000126768
A*,Y,Y,45,20,10,0.4,1803,29,2.447866400005296
A*,Y,Y,46,20,10,0.4,1230,29,1.5306424000009429
A*,Y,Y,37,20,10,0.4,6817,32,8.519300999992993
Pruning,N,N,1,20,10,0.8,109,30,0.009236699988832697
Dijkstra,N,N,1,20,10,0.8,12,30,0.007752899982733652
A*,N,N,1,20,10,0.8,12,30,0.017846600007032976
Pruning,Y,N,1,20,10,0.8,109,30,0.009687099984148517
Dijkstra,Y,N,1,20,10,0.8,12,30,0.007433499995386228
A*,Y,N,1,20,10,0.8,12,30,0.01361150000593625
Pruning,Y,Y,1,20,10,0.8,101,30,0.004495000001043081
Dijkstra,Y,Y,1,20,10,0.8,12,30,0.003920599992852658
A*,Y,Y,1,20,10,0.8,12,30,0.019389099994441494
Pruning,N,N,2,20,10,0.8,242,30,0.014575100009096786
Dijkstra,N,N,2,20,10,0.8,14,30,0.008942700020270422
A*,N,N,2,20,10,0.8,14,30,0.012089700001524761
Pruning,Y,N,2,20,10,0.8,251,30,0.014900999987730756
Dijkstra,Y,N,2,20,10,0.8,14,30,0.0048454999923706055
A*,Y,N,2,20,10,0.8,14,30,0.014009600010467693
