Algoritmo,Unique(Y/N),Sorted(Y/N),Run#,Problem_Size,#_Sets,Probability,#_of_Steps,Best_Cost,Time
A*,Y,N,5,10,20,0.4,908,10,1.0331201000003603
Pruning,N,N,7,10,20,0.4,88787,11,6.078701299999921
Pruning,Y,Y,5,10,20,0.4,20773,10,1.2525734999999258
A*,N,N,6,10,20,0.4,2263,11,2.3320434000002024
Dijkstra,Y,Y,5,10,20,0.4,983,10,0.8406730000001517
Dijkstra,N,N,1,10,20,0.4,4180,11,4.1604308999999375
A*,Y,Y,5,10,20,0.4,983,10,1.1050423000001501
A*,Y,N,27,10,10,0.4,10103,13,4.846854599999915
Pruning,Y,N,6,10,20,0.4,44447,11,2.7279546999998274
Dijkstra,N,N,7,10,20,0.4,4057,11,4.051872000000003
Dijkstra,Y,N,6,10,20,0.4,2282,11,2.1117002000000866
A*,N,N,1,10,20,0.4,4180,11,4.547614099999919
Pruning,N,N,3,10,20,0.4,184697,11,13.483788000000004
Pruning,Y,Y,27,10,10,0.4,55827,13,4.484567700000298
Pruning,N,N,8,10,20,0.4,76786,10,5.302128799999991
A*,Y,N,6,10,20,0.4,2282,11,2.5987318000002233
A*,N,N,7,10,20,0.4,4057,11,4.3963072000001375
Pruning,Y,N,1,10,20,0.4,56731,11,3.4634031999999024
Pruning,Y,Y,6,10,20,0.4,37804,11,2.229425099999844
Dijkstra,Y,Y,27,10,10,0.4,10091,13,3.990927499999998
Dijkstra,N,N,8,10,20,0.4,3685,10,3.704851200000121
Dijkstra,Y,Y,6,10,20,0.4,2296,11,2.130043999999998
Dijkstra,Y,N,1,10,20,0.4,3511,11,3.112928000000011
A*,Y,Y,6,10,20,0.4,2296,11,2.5269380999998248
A*,N,N,8,10,20,0.4,3685,10,4.014147900000353
Pruning,Y,N,7,10,20,0.4,106836,11,7.332066099999793
A*,Y,Y,27,10,10,0.4,10091,13,4.9246336999999585
A*,Y,N,1,10,20,0.4,3511,11,3.692376200000126
Pruning,N,N,2,10,20,0.4,314630,12,24.36011729999973
Dijkstra,N,N,3,10,20,0.4,11240,11,12.424346799999967
Pruning,N,N,9,10,20,0.4,57110,10,3.9361659999999574
Dijkstra,Y,N,7,10,20,0.4,4394,11,4.292560200000025
Pruning,Y,N,8,10,20,0.4,90736,10,5.833908000000065
Pruning,N,N,10,10,20,0.4,81260,11,5.303130600000259
Dijkstra,N,N,9,10,20,0.4,3078,10,3.1009337999998934
Pruning,Y,Y,1,10,20,0.4,96042,11,6.377338499999951
Dijkstra,Y,N,8,10,20,0.4,3847,10,3.7977192999996987
A*,Y,N,7,10,20,0.4,4394,11,5.385469099999682
A*,N,N,9,10,20,0.4,3078,10,3.2717765000002146
Dijkstra,Y,Y,1,10,20,0.4,3642,11,3.1588150999996287
Dijkstra,N,N,10,10,20,0.4,4254,11,4.286579999999958
Pruning,Y,N,9,10,20,0.4,41341,10,2.2120460000001003
A*,Y,Y,1,10,20,0.4,3642,11,4.02937940000038
Dijkstra,Y,N,9,10,20,0.4,2441,10,1.9736438999998427
A*,Y,N,8,10,20,0.4,3847,10,4.630581299999903
A*,N,N,10,10,20,0.4,4254,11,4.660367699999824
A*,N,N,3,10,20,0.4,11240,11,13.178533100000095
Pruning,Y,Y,7,10,20,0.4,96360,11,6.884457000000111
A*,Y,N,9,10,20,0.4,2441,10,2.5673062000000755
Pruning,Y,Y,9,10,20,0.4,38182,10,2.4477873000000727
Dijkstra,N,N,2,10,20,0.4,15730,12,17.84528309999996
Pruning,Y,N,10,10,20,0.4,75186,11,4.76445590000003
Dijkstra,Y,Y,7,10,20,0.4,3930,11,3.861328599999979
Dijkstra,Y,Y,9,10,20,0.4,2376,10,2.0496697999997195
Pruning,N,N,11,10,20,0.4,108324,12,7.379403299999922
Pruning,Y,Y,8,10,20,0.4,123372,10,8.499936600000183
Dijkstra,Y,N,10,10,20,0.4,3793,11,3.5978755000001
A*,Y,Y,9,10,20,0.4,2376,10,2.5208042000003843
A*,Y,Y,7,10,20,0.4,3930,11,4.706399400000009
Dijkstra,Y,Y,8,10,20,0.4,2946,10,2.7644013999997696
Dijkstra,N,N,11,10,20,0.4,5480,12,5.593474199999946
A*,Y,N,10,10,20,0.4,3793,11,4.678694099999575
A*,Y,Y,8,10,20,0.4,2946,10,3.227227999999741
Pruning,N,N,14,10,20,0.4,22954,10,1.3183844000000136
Pruning,Y,N,3,10,20,0.4,206180,11,14.84650640000018
Dijkstra,N,N,14,10,20,0.4,1333,10,1.1151957000001858
A*,N,N,14,10,20,0.4,1333,10,1.4668828000003487
A*,N,N,11,10,20,0.4,5480,12,6.658939199999622
Pruning,Y,N,14,10,20,0.4,20512,10,1.3722032000000581
Dijkstra,Y,N,14,10,20,0.4,1050,10,1.0209340999999768
A*,Y,N,14,10,20,0.4,1050,10,1.1910926000000472
Pruning,Y,Y,14,10,20,0.4,28832,10,2.0953930000000582
Pruning,Y,Y,10,10,20,0.4,150027,11,11.230453500000294
Dijkstra,Y,Y,14,10,20,0.4,1015,10,0.8792612000002009
A*,N,N,2,10,20,0.4,15730,12,20.43482539999968
A*,Y,Y,14,10,20,0.4,1015,10,1.0889772000000448
Pruning,Y,N,11,10,20,0.4,95494,12,7.058344699999907
Pruning,N,N,15,10,20,0.4,36927,10,2.6939532000001236
Dijkstra,Y,Y,10,10,20,0.4,4488,11,5.1263583999998446
Dijkstra,Y,N,3,10,20,0.4,11200,11,13.56142359999967
Dijkstra,N,N,15,10,20,0.4,1332,10,1.3860704999997324
Pruning,Y,N,2,10,20,0.4,89551,12,6.938028000000031
A*,N,N,15,10,20,0.4,1332,10,1.556555600000138
Dijkstra,Y,N,11,10,20,0.4,5454,12,6.35908389999986
Pruning,Y,N,15,10,20,0.4,38945,10,2.8575424000000567
A*,Y,Y,10,10,20,0.4,4488,11,6.290051500000118
Dijkstra,Y,N,15,10,20,0.4,1306,10,1.4134806000001845
Dijkstra,Y,N,2,10,20,0.4,4670,12,4.703055399999812
Pruning,N,N,13,10,20,0.4,301997,12,26.34611820000009
Pruning,N,N,16,10,20,0.4,17782,10,1.094858099999783
A*,Y,N,15,10,20,0.4,1306,10,1.5392839000001004
Dijkstra,N,N,16,10,20,0.4,500,10,0.4685801000000538
A*,N,N,16,10,20,0.4,500,10,0.4597586999998384
Pruning,Y,N,16,10,20,0.4,8546,10,0.4493697000002612
Dijkstra,Y,N,16,10,20,0.4,406,10,0.2771859999998014
A*,Y,N,16,10,20,0.4,406,10,0.38696939999999813
A*,Y,N,11,10,20,0.4,5454,12,7.2976158999999825
Pruning,Y,Y,15,10,20,0.4,37993,10,2.4106259000000136
Pruning,Y,Y,16,10,20,0.4,10280,10,0.5956908000002841
Dijkstra,Y,Y,16,10,20,0.4,499,10,0.3933710000001156
A*,Y,Y,16,10,20,0.4,499,10,0.5567978000003677
Dijkstra,Y,Y,15,10,20,0.4,1277,10,1.0462950000001001
A*,Y,N,2,10,20,0.4,4670,12,4.9848282000002655
A*,Y,Y,15,10,20,0.4,1277,10,1.3987401999997928
Pruning,N,N,17,10,20,0.4,36104,10,2.4276350000000093
A*,Y,N,3,10,20,0.4,11200,11,15.648222599999826
Pruning,Y,Y,11,10,20,0.4,90458,12,5.931623299999956
Dijkstra,N,N,17,10,20,0.4,2116,10,2.025140100000044
Pruning,Y,Y,2,10,20,0.4,74511,12,4.726660199999969
A*,N,N,17,10,20,0.4,2116,10,2.1098433000001933
Dijkstra,Y,Y,2,10,20,0.4,4681,12,3.8566099999998187
Pruning,Y,N,17,10,20,0.4,38345,10,2.2717177999998057
Dijkstra,Y,Y,11,10,20,0.4,5459,12,5.238062599999921
Dijkstra,Y,N,17,10,20,0.4,1415,10,1.1505323999999746
A*,Y,N,17,10,20,0.4,1415,10,1.5721424000003026
A*,Y,Y,2,10,20,0.4,4681,12,4.862202300000263
Dijkstra,N,N,13,10,20,0.4,15859,12,18.327779900000223
Pruning,Y,Y,17,10,20,0.4,59523,10,4.137476300000344
Pruning,Y,Y,3,10,20,0.4,180743,11,12.634590200000275
A*,Y,Y,11,10,20,0.4,5459,12,6.965907100000095
Dijkstra,Y,Y,17,10,20,0.4,1744,10,1.532412900000054
A*,Y,Y,17,10,20,0.4,1744,10,2.2170540999995865
Pruning,N,N,21,10,20,0.4,12797,11,0.7798378000002231
Dijkstra,N,N,21,10,20,0.4,636,11,0.5782442999998239
Pruning,N,N,19,10,20,0.4,103077,12,7.824488199999905
A*,N,N,21,10,20,0.4,636,11,0.6611915999997109
Pruning,Y,N,21,10,20,0.4,10904,11,0.635488500000065
Dijkstra,Y,N,21,10,20,0.4,588,11,0.4733989000001202
A*,Y,N,21,10,20,0.4,588,11,0.6119455000002745
Pruning,Y,Y,21,10,20,0.4,11431,11,0.6626108000000386
Dijkstra,Y,Y,21,10,20,0.4,613,11,0.5133686000003763
A*,Y,Y,21,10,20,0.4,613,11,0.6069492999999966
Pruning,N,N,22,10,20,0.4,48009,11,3.096020099999805
Dijkstra,Y,Y,3,10,20,0.4,11199,11,13.143154100000174
Dijkstra,N,N,19,10,20,0.4,7156,12,8.478221900000335
Pruning,N,N,20,10,20,0.4,159829,11,13.733781500000077
Dijkstra,N,N,22,10,20,0.4,2604,11,2.6059586999999738
A*,N,N,22,10,20,0.4,2604,11,2.9889773999998397
A*,N,N,13,10,20,0.4,15859,12,21.944946000000073
Dijkstra,N,N,20,10,20,0.4,4481,11,5.565786600000138
Pruning,Y,N,22,10,20,0.4,69735,11,5.227231800000027
A*,N,N,19,10,20,0.4,7156,12,9.964905899999849
A*,N,N,20,10,20,0.4,4481,11,5.931398600000193
Dijkstra,Y,N,22,10,20,0.4,2920,11,2.9958362000002126
A*,Y,Y,3,10,20,0.4,11199,11,16.219876999999997
A*,Y,N,22,10,20,0.4,2920,11,3.4317854999999327
Pruning,Y,N,20,10,20,0.4,60114,11,4.473267900000337
Dijkstra,Y,N,20,10,20,0.4,2725,11,2.5923604999998133
Pruning,N,N,23,10,20,0.4,46616,10,2.938209200000074
Dijkstra,N,N,23,10,20,0.4,1891,10,1.756597099999908
Pruning,Y,Y,22,10,20,0.4,76565,11,5.471994699999868
A*,Y,N,20,10,20,0.4,2725,11,3.519579199999953
A*,N,N,23,10,20,0.4,1891,10,2.038346199999978
Dijkstra,Y,Y,22,10,20,0.4,2747,11,2.8147859999999127
Pruning,Y,N,23,10,20,0.4,32155,10,2.1736943000000792
Dijkstra,Y,N,23,10,20,0.4,1558,10,1.4855525999996644
Pruning,Y,N,13,10,20,0.4,257420,12,21.16921679999996
A*,Y,Y,22,10,20,0.4,2747,11,3.508505100000093
A*,Y,N,23,10,20,0.4,1558,10,1.9810827999999674
Pruning,Y,Y,20,10,20,0.4,78982,11,6.543614400000024
Pruning,Y,N,19,10,20,0.4,255380,12,20.828300600000148
Pruning,Y,Y,23,10,20,0.4,38190,10,2.8329717999999957
Pruning,N,N,24,10,20,0.4,44942,11,3.0659961999999723
Dijkstra,Y,Y,20,10,20,0.4,2543,11,2.623595000000023
Dijkstra,Y,Y,23,10,20,0.4,1487,10,1.5921814000002996
Dijkstra,N,N,24,10,20,0.4,2140,11,2.131947400000172
A*,Y,Y,23,10,20,0.4,1487,10,1.8922609000001103
A*,Y,Y,20,10,20,0.4,2543,11,3.4095441999998
A*,N,N,24,10,20,0.4,2140,11,2.435446800000136
Dijkstra,Y,N,19,10,20,0.4,6262,12,7.488484700000299
Pruning,Y,N,24,10,20,0.4,60367,11,4.484010900000158
Pruning,N,N,26,10,20,0.4,72484,10,5.273552299999665
Pruning,N,N,25,10,20,0.4,83205,10,5.967824500000006
Pruning,N,N,18,10,20,0.4,746584,10,71.35871140000017
Dijkstra,Y,N,24,10,20,0.4,2284,11,1.994904200000292
Dijkstra,N,N,26,10,20,0.4,3274,10,3.032926800000041
A*,Y,N,24,10,20,0.4,2284,11,2.6442016999999396
Dijkstra,Y,N,13,10,20,0.4,15898,12,19.154281000000083
A*,Y,N,19,10,20,0.4,6262,12,7.923519099999794
Dijkstra,N,N,25,10,20,0.4,5540,10,5.9330268999997315
A*,N,N,26,10,20,0.4,3274,10,3.7197000999999545
Pruning,Y,Y,24,10,20,0.4,64760,11,4.399223299999903
Dijkstra,Y,Y,24,10,20,0.4,2141,11,1.938032900000053
Pruning,Y,N,26,10,20,0.4,71813,10,4.91691929999979
A*,N,N,25,10,20,0.4,5540,10,6.602049900000111
A*,Y,Y,24,10,20,0.4,2141,11,2.4379542000001493
Dijkstra,Y,N,26,10,20,0.4,2564,10,2.6710401999998794
A*,Y,N,26,10,20,0.4,2564,10,3.0979913000001034
Pruning,N,N,27,10,20,0.4,83605,11,4.941247299999759
Pruning,Y,N,25,10,20,0.4,81746,10,5.641889600000013
Pruning,Y,Y,26,10,20,0.4,62556,10,4.4983877999998185
Pruning,Y,Y,19,10,20,0.4,237388,12,18.430688800000098
Dijkstra,N,N,27,10,20,0.4,5495,11,5.3358023000000685
Dijkstra,Y,Y,26,10,20,0.4,2699,10,2.4860352000000603
Dijkstra,Y,N,25,10,20,0.4,6273,10,6.305859999999939
A*,Y,Y,26,10,20,0.4,2699,10,3.1007376000002296
A*,Y,N,13,10,20,0.4,15898,12,22.461444699999902
A*,N,N,27,10,20,0.4,5495,11,6.6614119000000755
Dijkstra,Y,Y,19,10,20,0.4,6629,12,6.847159100000226
A*,Y,N,25,10,20,0.4,6273,10,8.177809100000104
Pruning,N,N,28,10,20,0.4,88674,12,5.300626799999918
Pruning,Y,N,27,10,20,0.4,83139,11,5.842894400000205
Dijkstra,N,N,28,10,20,0.4,5015,12,4.9372653000000355
A*,Y,Y,19,10,20,0.4,6629,12,8.74944080000023
Pruning,Y,Y,25,10,20,0.4,95688,10,7.091636000000108
Dijkstra,Y,N,27,10,20,0.4,4727,11,4.534431699999914
Pruning,N,N,29,10,20,0.4,26914,10,1.5931053999997857
Dijkstra,N,N,29,10,20,0.4,1997,10,2.0483589000000393
A*,N,N,28,10,20,0.4,5015,12,6.30063999999993
Dijkstra,Y,Y,25,10,20,0.4,3933,10,4.399336400000266
A*,N,N,29,10,20,0.4,1997,10,1.9493969000000106
A*,Y,N,27,10,20,0.4,4727,11,6.034487200000058
Pruning,Y,Y,13,10,20,0.4,258513,12,20.304948799999693
Pruning,Y,N,29,10,20,0.4,43973,10,2.510835000000043
Dijkstra,Y,N,29,10,20,0.4,1577,10,1.2300586999999723
A*,Y,Y,25,10,20,0.4,3933,10,4.911804400000165
Dijkstra,N,N,18,10,20,0.4,37262,10,48.60506829999986
Pruning,Y,N,28,10,20,0.4,86724,12,6.096422399999938
A*,Y,N,29,10,20,0.4,1577,10,1.8021558999998888
Pruning,Y,Y,27,10,20,0.4,88865,11,6.182478199999878
Pruning,Y,Y,29,10,20,0.4,41844,10,2.693920199999866
Dijkstra,Y,Y,29,10,20,0.4,1507,10,1.280159299999923
Dijkstra,Y,N,28,10,20,0.4,4764,12,4.698345199999949
A*,Y,Y,29,10,20,0.4,1507,10,1.5313248999996176
Dijkstra,Y,Y,27,10,20,0.4,3975,11,3.5759141000003183
Pruning,N,N,31,10,20,0.4,50223,11,3.2625661000001855
A*,Y,N,28,10,20,0.4,4764,12,5.786851300000308
A*,Y,Y,27,10,20,0.4,3975,11,4.53267599999981
Dijkstra,N,N,31,10,20,0.4,3018,11,3.1829125999997814
Pruning,N,N,30,10,20,0.4,202323,10,15.263397200000327
Dijkstra,Y,Y,13,10,20,0.4,15756,12,17.435723000000053
A*,N,N,31,10,20,0.4,3018,11,3.4629737999998724
Pruning,Y,Y,28,10,20,0.4,115678,12,8.025222000000213
Dijkstra,N,N,30,10,20,0.4,4640,10,4.413454600000023
Pruning,Y,N,31,10,20,0.4,55056,11,3.7447580999996717
Dijkstra,Y,N,31,10,20,0.4,2984,11,2.89434540000002
Dijkstra,Y,Y,28,10,20,0.4,4733,12,4.666902299999947
Pruning,N,N,32,10,20,0.4,169607,10,12.506824999999935
A*,N,N,30,10,20,0.4,4640,10,5.366800200000398
A*,Y,N,31,10,20,0.4,2984,11,3.5181769999999233
A*,Y,Y,28,10,20,0.4,4733,12,5.710228599999937
Dijkstra,N,N,32,10,20,0.4,6190,10,6.902867000000242
Pruning,Y,Y,31,10,20,0.4,63585,11,4.1621172000000115
Dijkstra,Y,Y,31,10,20,0.4,2999,11,2.8051706000001104
A*,Y,Y,13,10,20,0.4,15756,12,20.820632099999784
A*,Y,Y,31,10,20,0.4,2999,11,3.3685363999998117
A*,N,N,32,10,20,0.4,6190,10,7.2118461000000025
Pruning,Y,N,30,10,20,0.4,193386,10,14.177649799999926
Dijkstra,Y,N,30,10,20,0.4,5979,10,5.979016100000081
Pruning,Y,N,32,10,20,0.4,146164,10,10.182443199999852
A*,N,N,18,10,20,0.4,37262,10,49.90604910000002
A*,Y,N,30,10,20,0.4,5979,10,7.38148130000036
Dijkstra,Y,N,32,10,20,0.4,6129,10,6.343939599999885
A*,Y,N,32,10,20,0.4,6129,10,7.592705900000055
Pruning,N,N,33,10,20,0.4,415629,11,33.714366300000165
Pruning,Y,Y,30,10,20,0.4,246649,10,19.0980569000003
Pruning,Y,Y,32,10,20,0.4,132114,10,9.589109999999891
Pruning,N,N,35,10,20,0.4,448887,11,35.667968499999915
Dijkstra,Y,Y,30,10,20,0.4,6261,10,6.0684824999998455
Dijkstra,Y,Y,32,10,20,0.4,5964,10,6.149959899999885
A*,Y,Y,32,10,20,0.4,5964,10,7.333319099999699
A*,Y,Y,30,10,20,0.4,6261,10,7.954487900000004
Pruning,N,N,36,10,20,0.4,17009,10,1.073772100000042
Dijkstra,N,N,36,10,20,0.4,833,10,0.753260599999976
A*,N,N,36,10,20,0.4,833,10,0.8028054999999767
Pruning,Y,N,36,10,20,0.4,27590,10,1.6894132000002173
Pruning,Y,N,18,10,20,0.4,509985,10,40.47983740000018
Dijkstra,Y,N,36,10,20,0.4,904,10,0.7884045000000697
Pruning,N,N,34,10,20,0.4,671003,11,55.42429179999999
A*,Y,N,36,10,20,0.4,904,10,0.9199339000001601
Dijkstra,N,N,35,10,20,0.4,16876,11,19.312645099999827
Pruning,Y,Y,36,10,20,0.4,24407,10,1.357989400000406
Dijkstra,Y,Y,36,10,20,0.4,699,10,0.6079415999997764
A*,Y,Y,36,10,20,0.4,699,10,0.6798568000003797
Pruning,N,N,37,10,20,0.4,140006,11,9.826099500000055
Dijkstra,N,N,33,10,20,0.4,27317,11,32.52523960000008
Pruning,N,N,38,10,20,0.4,39341,11,2.5248673999999482
Dijkstra,N,N,38,10,20,0.4,1394,11,1.344438799999807
A*,N,N,38,10,20,0.4,1394,11,1.3026315000001887
Pruning,Y,N,38,10,20,0.4,30414,11,1.8618661999998949
Dijkstra,Y,N,38,10,20,0.4,1477,11,1.3259946000002856
Dijkstra,N,N,37,10,20,0.4,8488,11,9.131236400000034
A*,Y,N,38,10,20,0.4,1477,11,1.639140899999802
Pruning,Y,Y,38,10,20,0.4,36824,11,2.281353500000023
Dijkstra,Y,Y,38,10,20,0.4,1290,11,0.9750060000001213
A*,Y,Y,38,10,20,0.4,1290,11,1.2695137000000614
Pruning,N,N,39,10,20,0.4,45683,12,2.589689400000225
A*,N,N,35,10,20,0.4,16876,11,21.01995110000007
A*,N,N,37,10,20,0.4,8488,11,10.05138050000005
Dijkstra,N,N,39,10,20,0.4,2672,12,2.4138895999999477
A*,N,N,39,10,20,0.4,2672,12,2.693681299999753
Pruning,Y,N,39,10,20,0.4,31684,12,1.7808297000001403
Dijkstra,Y,N,39,10,20,0.4,2027,12,1.6589383999998972
Pruning,Y,N,37,10,20,0.4,114530,11,7.594188000000031
A*,Y,N,39,10,20,0.4,2027,12,2.1832696000001306
Pruning,Y,Y,39,10,20,0.4,43201,12,2.5217149000000063
Dijkstra,Y,N,37,10,20,0.4,5162,11,4.736133999999765
Dijkstra,Y,Y,39,10,20,0.4,1961,12,1.6106305999996948
A*,Y,Y,39,10,20,0.4,1961,12,2.0567158999997446
A*,N,N,33,10,20,0.4,27317,11,35.31123730000036
Dijkstra,Y,N,18,10,20,0.4,35353,10,41.158291799999915
Pruning,N,N,40,10,20,0.4,38029,11,2.369756199999756
A*,Y,N,37,10,20,0.4,5162,11,6.052727900000264
Dijkstra,N,N,40,10,20,0.4,1420,11,1.2602803999998287
A*,N,N,40,10,20,0.4,1420,11,1.502846600000339
Dijkstra,N,N,34,10,20,0.4,36578,11,44.1301426
Pruning,Y,N,40,10,20,0.4,36380,11,2.193866800000251
Dijkstra,Y,N,40,10,20,0.4,1563,11,1.4576935000000049
Pruning,Y,Y,37,10,20,0.4,101802,11,7.256910000000062
A*,Y,N,40,10,20,0.4,1563,11,1.816180499999973
Pruning,Y,Y,40,10,20,0.4,43975,11,2.8973132000000987
Dijkstra,Y,Y,40,10,20,0.4,1314,11,1.158670499999971
Dijkstra,Y,Y,37,10,20,0.4,5226,11,4.858793799999603
A*,Y,Y,40,10,20,0.4,1314,11,1.4558219999998983
Pruning,N,N,41,10,20,0.4,21914,11,1.411764200000107
Dijkstra,N,N,41,10,20,0.4,1254,11,1.145590799999809
Pruning,Y,N,35,10,20,0.4,465497,11,36.83502969999972
A*,N,N,41,10,20,0.4,1254,11,1.3042485999999371
Pruning,Y,N,41,10,20,0.4,11842,11,0.6607841000000008
A*,Y,Y,37,10,20,0.4,5226,11,5.7710976999997
Dijkstra,Y,N,41,10,20,0.4,563,11,0.4840337999999065
A*,Y,N,41,10,20,0.4,563,11,0.5046063999998296
Pruning,Y,Y,41,10,20,0.4,13207,11,0.7875510999997459
Dijkstra,Y,Y,41,10,20,0.4,825,11,0.7242175000001225
A*,Y,Y,41,10,20,0.4,825,11,0.8871750000002976
Pruning,N,N,42,10,20,0.4,168701,11,12.373173800000131
Pruning,Y,N,33,10,20,0.4,449315,11,35.515827700000045
Dijkstra,Y,N,35,10,20,0.4,17363,11,18.346283000000312
Pruning,N,N,43,10,20,0.4,189609,10,14.543040700000347
Dijkstra,N,N,42,10,20,0.4,6712,11,7.2670985999998265
Dijkstra,N,N,43,10,20,0.4,6370,10,7.044082100000196
A*,N,N,42,10,20,0.4,6712,11,7.757930700000088
A*,Y,N,18,10,20,0.4,35353,10,50.5207046999999
A*,N,N,34,10,20,0.4,36578,11,47.227463199999875
A*,N,N,43,10,20,0.4,6370,10,7.856968000000052
Pruning,Y,N,42,10,20,0.4,116048,11,7.995478400000138
A*,Y,N,35,10,20,0.4,17363,11,22.685285900000054
Pruning,Y,N,43,10,20,0.4,147270,10,11.066997599999922
Dijkstra,Y,N,42,10,20,0.4,8611,11,9.148362299999917
Dijkstra,Y,N,33,10,20,0.4,26748,11,30.23041830000011
Pruning,N,N,4,10,20,0.4,3917543,11,401.1235818
Dijkstra,Y,N,43,10,20,0.4,6187,10,6.517100500000197
A*,Y,N,42,10,20,0.4,8611,11,11.164967100000013
A*,Y,N,43,10,20,0.4,6187,10,8.270186700000068
Pruning,Y,Y,42,10,20,0.4,128940,11,9.072407099999964
Pruning,Y,Y,43,10,20,0.4,113718,10,8.216298399999687
Pruning,Y,Y,35,10,20,0.4,361390,11,27.330437500000244
Dijkstra,Y,Y,42,10,20,0.4,5967,11,5.9433569000002535
Dijkstra,Y,Y,43,10,20,0.4,7681,10,8.185593100000006
A*,Y,Y,42,10,20,0.4,5967,11,7.475816000000123
A*,Y,N,33,10,20,0.4,26748,11,37.117688499999986
Pruning,N,N,44,10,20,0.4,83133,10,5.5005433999999696
Dijkstra,Y,Y,35,10,20,0.4,16857,11,17.90868119999959
A*,Y,Y,43,10,20,0.4,7681,10,10.090779099999963
Dijkstra,N,N,44,10,20,0.4,2112,10,1.9218574999999873
A*,N,N,44,10,20,0.4,2112,10,2.2684815000002345
Pruning,Y,N,44,10,20,0.4,88168,10,5.600072199999886
Dijkstra,Y,N,44,10,20,0.4,2083,10,1.9289272999999412
A*,Y,N,44,10,20,0.4,2083,10,2.4497065000000475
Pruning,Y,Y,18,10,20,0.4,824534,10,69.95778519999976
Pruning,Y,Y,44,10,20,0.4,88810,10,5.781059700000242
Pruning,Y,N,34,10,20,0.4,904778,11,73.86639650000006
Dijkstra,Y,Y,44,10,20,0.4,1139,10,0.8330664999998589
A*,Y,Y,44,10,20,0.4,1139,10,1.1742349999999533
A*,Y,Y,35,10,20,0.4,16857,11,21.947994000000108
Pruning,N,N,46,10,20,0.4,35293,11,2.2996295000002647
Dijkstra,N,N,46,10,20,0.4,1865,11,1.8150508999997328
A*,N,N,46,10,20,0.4,1865,11,1.96764340000027
Pruning,Y,N,46,10,20,0.4,32865,11,1.8467446000004202
Pruning,Y,Y,33,10,20,0.4,430182,11,33.854197600000134
Dijkstra,Y,N,46,10,20,0.4,1956,11,1.7354958000000806
A*,Y,N,46,10,20,0.4,1956,11,2.084656999999879
Pruning,Y,Y,46,10,20,0.4,31544,11,1.8531853000004048
Pruning,N,N,47,10,20,0.4,187408,10,13.779059699999834
Dijkstra,Y,Y,46,10,20,0.4,1863,11,1.4625332999999046
A*,Y,Y,46,10,20,0.4,1863,11,2.017738300000019
Dijkstra,N,N,47,10,20,0.4,11273,10,12.712562700000035
Pruning,N,N,48,10,20,0.4,188851,10,14.447289299999738
Pruning,N,N,45,10,20,0.4,651227,11,54.408730800000285
Dijkstra,Y,Y,18,10,20,0.4,35747,10,42.31905890000007
Dijkstra,N,N,48,10,20,0.4,6085,10,7.095128100000238
Dijkstra,Y,Y,33,10,20,0.4,26551,11,30.625010799999927
A*,N,N,47,10,20,0.4,11273,10,14.531047899999976
Dijkstra,Y,N,34,10,20,0.4,41575,11,47.85895029999983
A*,N,N,48,10,20,0.4,6085,10,7.343907900000431
Pruning,N,N,12,10,20,0.4,4468700,11,463.2629632000003
Pruning,Y,N,48,10,20,0.4,62662,10,4.233509499999855
Dijkstra,Y,N,48,10,20,0.4,1960,10,1.6764104999997471
A*,Y,N,48,10,20,0.4,1960,10,2.037493000000268
Pruning,Y,N,47,10,20,0.4,188715,10,13.457820099999935
Pruning,Y,Y,48,10,20,0.4,70395,10,4.795280599999842
Dijkstra,Y,Y,48,10,20,0.4,1935,10,1.6690285999998196
A*,Y,Y,48,10,20,0.4,1935,10,2.166809700000158
Dijkstra,Y,N,47,10,20,0.4,11840,10,12.846614900000077
Pruning,N,N,49,10,20,0.4,74064,10,5.29170380000005
Dijkstra,N,N,49,10,20,0.4,2368,10,2.260975899999721
A*,N,N,49,10,20,0.4,2368,10,2.5122219000004407
Pruning,Y,N,49,10,20,0.4,49720,10,3.14784759999975
A*,Y,Y,33,10,20,0.4,26551,11,37.5729553000001
Dijkstra,N,N,4,10,20,0.4,108229,11,138.24718110000003
Dijkstra,Y,N,49,10,20,0.4,2711,10,2.5694878000003882
A*,Y,N,49,10,20,0.4,2711,10,3.1675864000003457
A*,Y,N,47,10,20,0.4,11840,10,15.151003299999957
Pruning,N,N,50,10,20,0.4,108336,10,7.555553999999574
A*,Y,Y,18,10,20,0.4,35747,10,50.79364320000059
Pruning,Y,Y,49,10,20,0.4,71918,10,4.7665931000001365
Pruning,N,N,1,10,20,0.8,344,10,0.009498699999312521
Dijkstra,N,N,1,10,20,0.8,19,10,0.01231389999975363
A*,N,N,1,10,20,0.8,19,10,0.0157457000004797
Pruning,Y,N,1,10,20,0.8,588,10,0.03029770000011922
Dijkstra,Y,N,1,10,20,0.8,18,10,0.009966700000404671
A*,Y,N,1,10,20,0.8,18,10,0.012004799999886018
Pruning,Y,Y,1,10,20,0.8,484,10,0.024818400000185648
Dijkstra,Y,Y,1,10,20,0.8,18,10,0.009466800000154763
A*,Y,Y,1,10,20,0.8,18,10,0.013631800000439398
Pruning,N,N,2,10,20,0.8,381,10,0.015456999999514665
Dijkstra,N,N,2,10,20,0.8,20,10,0.01394239999990532
A*,N,N,2,10,20,0.8,20,10,0.016827399999783665
